CODE,LABEL
CNP112368,SOCIAL - IVOIRE INTER
CNP112369,SOCIT-CI
CNP112372,KINAN SARL
CNP112374,INFORMATIQUE BUREAUTIQUE TELEPHONE DE CI
CNP112380,BIBLIOTHEQUE DIOCESAINE
CNP112381,SOCIETE DE SERVICE TECHNIQUE ET COMMERCIAL
CNP112382,STE DE TRAVAUX MARITIMES PETROLIERS ET BATIMENTS
CNP112383,KOUASSI PHILIPPE
CNP112388,COLLEGE NOUVELLE ALLIANCE DE DIMBOKRO
CNP112389,ERA CONSULTING
CNP112399,N'CHO ACHIPI ROSELINE
CNP112400,AFRIGO
CNP112401,BOULANGERIE HABIB
CNP112403,SAMELE KOUASSI (MAQUIS PLEIN-AIR)
CNP112408,ANDERSON VERLIN CHRIS
CNP112414,AVENIR S.A
CNP112416,LYNN DAVID ET VINCENT ENTREPRISE
CNP112417,ONG DROIT A L'ALPHABETISATION
CNP112418,ENTRE. IVOIRIENNE DE CONSTRUCTION ET D'AMENAGEMENT
CNP112419,EXCELL TRAVEL TOUR
CNP112424,LAURENT EMMANUEL MARCEL
CNP112425,MINISTERE DE L'EDUCATION NATIONALE
CNP112426,MINISTERE DES INFRASTRUCTURES ECONOMIQUES
CNP112428,MINISTERE DE LA JUSTICE
CNP112429,MINISTERE DE LA CONSTRUCTION ET DE
CNP112431,MADAME GBAGBO NEE DOUKPA NANDOUO VIVIANE
CNP112439,GPE SCOLAIRE BAPT. MISSION. DE KOUMASSI CENTRE
CNP112442,ELITE SECURITE
CNP112446,DISTRIBUTION IMPORT-EXPORT
CNP112448,"ACAD. DES SCIEN. DES ARTS,DES CULT. D'AFRI. ET DIA"
CNP112449,MINISTERE DE LA SANTE PUBLIQUE ET DE LA POPULATION
CNP112450,COLLEGE SAINT TRINITE
CNP112451,HASSAN YASSIN
CNP112452,ASSIBA EPSE ANE CLEMENCE
CNP112453,K2R ENERGY
CNP112456,MINISTERE DE L'ECONOMIE ET DES FINANCES
CNP112457,DISTELEC - AFRIQUE
CNP112458,MINISTERE DE L A SOLIDARITE
CNP112459,SOCIETE IVOIRIENNE D'EDITION ET DE COMMUNICATION
CNP112460,RESTAURANT HILLARY
CNP112464,EURO - IMPEX CI
CNP112467,ALIBHAI ABDULAZIZ
CNP112468,COULIBALY SARAH MARIE EMMANUELLE
CNP112469,COMPAGNIE AFRICAINE DE MAGNETOTHERAPIE
CNP112476,CONFECTION ET SERIGRAPHIE
CNP112477,ETS BAMA
CNP112483,COMPAGNIE INGENIERIE ET DE GENIE ELECTRIQUE
CNP112484,ASSIE YARABE FLORENT
CNP112485,PRIMATURE ET SERVICES RATTACHES
CNP112486,MINISTERE DE LA DEFENSE
CNP112487,MINISTERE DE LA COMMUNICATION
CNP112489,KOBLAVI ELISE
CNP112490,WHODJAS VICTOR
CNP112491,COLLEGE ALABA D'ADIAKE
CNP112509,MALICK SARL
CNP112510,CHAMBRE JUDICIAIRE DE LA COUR SUPREME
CNP112512,CENTRE ADIBRI
CNP112513,HOTEL LE MARLY
CNP112515,SOUTRA VISION
CNP112516,LE BOULEVARD RESTAURANT HOTEL
CNP112530,FRERE GERARD HENRI LUCIEN
CNP112534,MONDIAL LOGISTICS
CNP112538,LE CONSORTIUM - IVOIRIEN
CNP112539,BERACA (GERANTE-LIBRE STATION SHELL AMECA 2)
CNP112540,LE BEIJING
CNP112542,MUTUELLE CENTRALE D'ASSURANCES
CNP112543,GUY ROLAND UNIVERSEL
CNP112544,STATION ESSENCI ( DABOU )
CNP112545,PHARMACIE VIESSIA
CNP112546,COOP. DES PLANTEURS DE PALMIER A HUILE SASSANDRA
CNP112548,PHARMACIE DES GARES
CNP112549,E - VOIRIE
CNP112554,ETA PHOTOGRAVURE
CNP112556,COOPERATIVE DES PLANTEURS DE PALMIER A HUILE DE CI
CNP112557,DOUKOURE SEHINABOU YOLANDE
CNP112560,CONVER'S
CNP112568,ETUDE DE MAITRE BEUGRE GUY ROGER
CNP112569,MANAGEMENT CONSEIL RESSOURCES
CNP112570,HOTEL DOME DORE
CNP112576,HOTEL GO
CNP112581,FONDS DES NATIONS UNIES POUR LA POPULATION
CNP112584,TROPIC FLEURS
CNP112585,NJA
CNP112586,ETABLISSEMENT BAS
CNP112590,VISUAL SOUND
CNP112596,GROUPEMENT DES SERVICES EAU ET ELECTRICITE
CNP112602,ETS GM SERVICES
CNP112603,MINISTERE DE L'ENSEIGNEMENT SUPERIEUR
CNP112604,MINISTERE DES EAUX ET FORETS
CNP112605,MINIS. DE L'INDUST. & DU DVPT DU SECTEUR PRIVE
CNP112606,ETABLISSEMENT BETSA
CNP112613,SAMIR ZORKOT (TOP BATIMENT)
CNP112615,SOCIETE COMMERCIALE HASSANE ET MOHA (SOCOHAM)
CNP112625,COLLEGE MODERNE SOEUR MARIE
CNP112626,BIOCARE-COTE D'IVOIRE
CNP112628,CABINET D'ETUDE DE CADASTRES
CNP112652,STATION SERVICES IVOIRE OIL MARCORY-MAGIC-TSF
CNP112653,GRACE IVOIRE ENTREPRISE
CNP112657,DIOUF FATOU
CNP112658,ELAM SA
CNP112660,SCPA BAMBAOULE- DOUMBIA&ASSOCIES
CNP112663,PHARMACIE VRIDI-VILLAGE
CNP112667,PRESTAFRIQUE
CNP112670,HKM MEDICAL CARE
CNP112673,REPARATION MAINTENANCE ET SERVICES
CNP112674,G S SAINTE ISABELLE
CNP112676,PRESTIGE PUB
CNP112677,IVOIRE ASSISTANCE
CNP112678,ETABLISSEMENT PEWE EURL
CNP112679,SOCIETE COOPERATIVE AGRICOLE CANWORI
CNP112683,EFIOGBE KOUESSI MODESTE
CNP112685,PHARMACIE DU CANAL
CNP112690,DIGITAL AFRIQUE TELECOM
CNP112692,MILAUD SERVICES
CNP112702,JARDIN D' ENFANTS EDEN
CNP112703,PERFECT IMPRIMERIE
CNP112707,CABINET DENTAIRE GRAND CENTRE
CNP112708,HAROUNA SANDING
CNP112715,SOCIETE PHYTO PLUS
CNP112716,ROK HOTEL
CNP112722,DADIE WILLIAM
CNP112723,PHARMACIE VETERINAIRE COTE D'IVOIRE
CNP112724,ETUDE DE MAITRE FANNY KOROTHOUMOU
CNP112726,KOFFI KOUAKOU ROGER
CNP112727,HOTEL GLORIA
CNP112729,HOTEL LE PETIT MONTREUIL
CNP112731,MAITRE TOURE S. NICODEME
CNP112734,ROYAL BATIMENTS TRAVAUX PUBLICS
CNP112736,LES OLIVIERS SARL
CNP112737,LA CASE BUNGALON
CNP112746,MISSION CATHOLIQUE CHRIST ROI ABENGOU
CNP112748,RESIDENCE MOHILI
CNP112749,OUEGNIN GEORGES ARMAND .ALEXIS
CNP112752,ORDRE DES GEOMETRES EXPERTS DE COTE D'IVOIRE
CNP112760,H2A SOCIETE DE COURTAGE EN ASSURANCE
CNP112761,ETS SIELKA
CNP112765,UNION AFRICAINE DES TRANSPORTS PUBLICS
CNP112769,MATERIELS DE BEAUX ARTS
CNP112779,EDEN MEDICAL
CNP112781,KANAAN FOUAD
CNP112784,NSIA PARTICIPATIONS SA HOLDING
CNP112786,COMPLEXE AVICOLE DE LA PROVIDENCE D'AHOUTOUE
CNP112788,MONDIAL IMPORT EXPORT
CNP112793,VIRTUAL NETWORK ENTREPRISE
CNP112794,EBBAH KOUTOUA
CNP112800,ABO ESSIS ARMAND
CNP112805,KAMBEL IMPORT EXPORT
CNP112807,CABINET ORE & ASSOCIES
CNP112809,CENTRALE IVOIRIENNE D'ACTIVITES ECONOMIQUES
CNP112811,PHARMACIE BABAKAN
CNP112812,CLIM IVOIRE FROID
CNP112818,AFRICA NET
CNP112819,STYL'OPTIQUE
CNP112821,INGENIERIE INFORMATIQUE ET DE COMMUNICATION
CNP112822,PANTHEON MEDICAL CIDEMS
CNP112824,KOMET CHIADON MIREILLE
CNP112825,ASA GROUPE(AWA KABA)
CNP112830,SOCIETE PAEKHO-IVOIRIENNE SARL
CNP112831,HOTEL LE DAUPHIN
CNP112832,AUTO MOTORS
CNP112839,IMALAS SARL
CNP112841,CABINET DE ME TIEMELE ADJO MARIE BERTHE
CNP112845,ENTREPRISE NATIONALE DE TRAVAUX PUBLICS
CNP112846,GESTION ELECTRONIQUE DE DOCUMENT EN C.I
CNP112850,AFMED
CNP112851,ESICB. ENT. SOUMANO ISMAEL
CNP112854,LYCEE MAURICE DELAFOSSE
CNP112868,SOCIETE IVOIRE CERAMIC
CNP112870,SOCIETE CHERYNE
CNP112871,SOW SEYDINA ALY
CNP112873,PROP'NET SERVICES
CNP112875,SETELCOM
CNP112876,GROUPE ETTPCE
CNP112881,OUAIBI HASSAN
CNP112882,JURIMMO
CNP112894,COMPAGNIE COMMERCIALE
CNP112898,COMPAGNIE COMMERCIALE
CNP112905,EXPERT EN CAPITAL HUMAIN
CNP112906,"STE IVOIR DE TRVX D'ETUDES, DE REAL ET DE MAINT"
CNP112909,IB-IMEX
CNP112910,LES EDITIONS APPO
CNP112913,ENTREPRISE DE MONTAGE INDUSTRIEL ET CHAUDRONNERIE
CNP112914,TY PERFECT SARL
CNP112916,SODIMAS COTE D'IVOIRE
CNP112920,MEROUE KASSIM ISSA
CNP112921,BONO JOSEPH CLAUDE
CNP112923,BONI KOFFI ANTOINE (GENERAL SEVICE PLUS)
CNP112925,DIST. CONSTR. FOURNITURE DE BUREAU SERVICES DIVE
CNP112929,PARTNER CONSULTING SERVICES
CNP112930,PHARMACIE SAINTE EMMANUELLE D'OKROUYO
CNP112931,ETS TREMAR
CNP112936,STATION SHELL RUE DES JARDINS BAMBA MASSARAN
CNP112941,SID NET FORMATION
CNP112944,EBURNEA GENERAL BULDING
CNP112946,SOEURS SERVANTES DE MARIE REPARATRICES
CNP112948,AZAM JOEL CHRISTIAN
CNP112951,AMBITION-COTE D'IVOIRE
CNP112952,SN AXCELL
CNP112954,POLICHINELLE
CNP112957,AVE MARIA SERVICES
CNP112965,GENERALE DE TELECOMMUNICATIONS ET INFORMATIQUES
CNP112969,COTE D' IVOIRE BEAUTE
CNP112972,"CENTRE MEDICAL ""MERE ELISA ANDREOLI"""
CNP112974,CHRONOBAT-BTP
CNP112975,SIVAMEX
CNP112976,AKPABLIN KOUAHO
CNP112977,ETS MIX NUTS
CNP112978,ETS LA PROVIDENCE
CNP112979,ATM INFORMATIQUE
CNP112981,CRYSTAL SERVICES
CNP112982,GICOP INTER VISION STAR COSMETIC
CNP112983,COUTURE SUR MESURE
CNP112988,ENTREPRISE COOPERATIVE AGRICOLE DE SOUBRE
CNP112990,PHARMAFRIQUE - CI S. A.
CNP112993,MINISTERE D'ETAT MINISTERE DU PLAN ET DU DVPT
CNP112994,ECA TRADING
CNP112995,L.C.T.P.
CNP112998,OSBOM TRADE SARL
CNP113004,PHARMACIE CHE N'TALE
CNP113005,AFRIQUE COURTAGE ASSURANCES
CNP113006,LABO. ANALYSES MEDICALES & BIOLOGIQUES DU BD CARDE
CNP113009,MAMADOU P. COULIBALY
CNP113010,PROJ. DE RENFORC. RAPIDE DES SCES DE TRANSF. SANG.
CNP113011,PHARMACIE ATLANTIQUE
CNP113012,HOTEL LEKPATOU
CNP113014,CARBONE DIS
CNP113015,FABRIQUE DE LIQUIDE ENGRAIS
CNP113019,MAYEN SERVICES SARL
CNP113021,AMANY KOUAME
CNP113023,HOTEL SATELLITE
CNP113024,ZACANHOTEL
CNP113025,FFA TRANSPORT
CNP113026,ALLIALI YAO
CNP113028,STATION SHELL 1 YAKRO ( KONE N'GOLO YACOUBA)
CNP113029,ORGA SYSTEME INTERNATIONAL
CNP113032,SOCIETE DE DISTRIBUTION AFRICAINE
CNP113033,GRACE MEDICALE
CNP113034,SARL BLAIKY
CNP113036,MINIS. DE L'ENSEIGN. TECHN. & DE LA FORM. PROF.
CNP113037,MINISTERE DE L'ADMINISTRATION DU TERRITOIRE
CNP113038,DISTRICT AUTONOME YAMOUSSOKRO
CNP113041,MINISTERE DE LA FAMILLE FEMME ET ENFANT
CNP113045,EQUIPEMENTS IVOIRIENS DU MATERIEL
CNP113052,PROMOTION DISTRIBUTION DE MARCHANDISES EN CI
CNP113053,STE DE CONSTR. & DE FOURN. DE MATERIELS BUREAUT.
CNP113054,KONE WANLO (DIT LACINA )
CNP113058,EPV PILOTE DE SAN-PEDRO
CNP113062,REFERENCE INTER MEDICAL SERVICES
CNP113064,"SCPA BERA, YABLAI&FADIGA"
CNP113065,NOUVELLE TERANGA ET VOYAGES
CNP113069,PHARMACIE LES 7 COLONNES
CNP113072,DAGO EPSE KOUAKOU AYEKPA
CNP113074,KOMAND'O
CNP113076,FOURNITURES MATERIELS TECHNIQUES DIVERS
CNP113084,SOCIETE D'ELECTRICITE ET TRAVAUX PUBLICS
CNP113086,GYPAEL SECURITY
CNP113089,ASSOCIATION AFRICAINE SUKYO MAHIKARI
CNP113090,GROUPE DERRE-CI
CNP113091,ZEZE DOUKOUROUME ELIS
CNP113092,ETUDE DE MAITRE KOUADIO KOUAME EUGENE
CNP113097,GPE AFRI. DE COMMERCIALISATION & DE COMMUN.
CNP113104,IVOIRIENNE DE PAPIER ET DE CARTON
CNP113106,ENTREPRISE DE BATIMENT ET DE TRAVAUX PUBLICS
CNP113112,LEADER CONSEIL
CNP113113,YONIAN DIGITAL
CNP113114,RELIANCE COTE D'IVOIRE
CNP113115,SOCIETE DE DISTRIBUTION DE BOISSON
CNP113119,CABINET D'INGENIERIES INDUSTRIELLES & HYDRAULIQUES
CNP113121,ECOLE PRIMAIRE PRIVEE PENIEL
CNP113122,IVOIRE WOMAN WORK
CNP113129,ETUDE DE ME NIAMIEN JEAN CLAUDE
CNP113137,MONDARY FRANCIS
CNP113138,DOCUMENT KNOWLEDGE BUSINESS SOLUTIONS
CNP113141,IVOIRIENNE DE DISTRIBUTION DE TABAC
CNP113147,ENTREPRISE KRA COTE D'IVOIRE
CNP113148,KOMEAN BROU ANNE
CNP113150,SOCIETE DE TRANSPORT KONE
CNP113155,INTER-LOGISTIQUE
CNP113157,AFRIC BTP INTERNATIONAL
CNP113158,FONDATION PARCS ET RESERVES DE COTE D'IVOIRE
CNP113159,EGNONNNIHOUN EZIN
CNP113163,PUB IMPRIM
CNP113167,DEGOGA AMADOU
CNP113169,PRESTIGE OPTIQUE
CNP113170,CIBLE RH SARL
CNP113172,PHARMACIE LAGOMA
CNP113174,NOUVELLE PHARMACIE LA DELIVRANCE
CNP113182,SOCIETE IVOIRIENNE D'AMENAGEMENT
CNP113183,INSTITUT THEOLOGIQUE BAPTISTE(I.T.B)
CNP113184,TOUS TRAVAUX SUR TOUS METAUX
CNP113187,HAJARI INTERNATIONAL CI LTD
CNP113188,COLLEGE LA REUSSITE
CNP113189,SERVICE PROFESSIONNEL DE SECURITE PLUS
CNP113190,SITRANSBOIS S.A
CNP113194,POISSONNERIE IMPAC DALOA
CNP113195,PHARMACIE ST FRANCOIS D'ASSISE
CNP113199,COLLEGE SAINTE CAMILLE
CNP113200,IK SONO EQUIPEMENTS
CNP113205,SOCIETE NOUVELLE GEMCO
CNP113210,EDITION ET COMMUNICATIONS
CNP113211,BERNADET ETIENNE
CNP113216,HOTEL LES HARMONIES DU FROMAGER
CNP113217,HOTEL GUIBOUO
CNP113220,SOUTH SERVICE GROUP
CNP113226,BATIMENT TRAVAUX PUBLICS GRACE DIVINE
CNP113228,DE BRUCHARD EPOUSE ACKAH ESTHER MARIE LOUISE
CNP113230,PAROISSE STE BERNADETTE
CNP113232,STRATEGIE ET GOUVERNANCE
CNP113236,AGENCE IVOIRIENNE DE RESTAURATION ET DE L'IMMO.
CNP113239,"RESTAURANT "" VIET PHO"""
CNP113240,INST. DE FORMATION PROF. DES AFFAIRES ET MANAGT
CNP113241,ETABLISSEMENT ROSA DISTRIBUTION
CNP113245,DIVERS TRAVAUX D'ENTREPRISE ET SERVICE DIVERS
CNP113246,GLOBAL INDUSTRIES
CNP113247,RESULTS SARL
CNP113248,BIBLIOTHEQUE DU CENTRE CULTUREL CATHOLIQUE
CNP113249,CONSULTING SYSTEME TECHNOLOGIE
CNP113250,VISION SARL
CNP113251,EBURNEA TRANSIT ET SERVICES
CNP113253,SOCIETE DES PRODUITS AGRICOLES DE DALOA
CNP113255,BERGIL INTERNATIONAL
CNP113256,MAILYS
CNP113258,GROUPE SCOLAIRE LES DINOSAURES
CNP113259,ETABLISSEMENTS AKA MALA
CNP113260,ZORKOT KAMLE
CNP113266,STE AFRICAINE DES TECHNIQUES INDUSTRIELLES EN CI
CNP113269,STE COOP. DES FEMMES REVENDEUSES DE GAZ & ACCESS.
CNP113272,STE F K Z PRODUITS
CNP113274,TROPIC DENREES & DIVERS SA
CNP113275,NOUVELLE BOULANGERIE D'AFFERY
CNP113277,COLLEGE MODERNE DORIAN
CNP113283,EXAT (EXPLOITATION AGRICOLE TEHUI)
CNP113285,ISYBAT
CNP113292,PROTEGER ALERTER SECOURIR
CNP113293,TOP GARDE 2000
CNP113295,SOCIETE TAPE GNANAKA ROBERT
CNP113296,"SOCIETE CIVILE PROF. D'AVOCATS ""OUAT ET BILE"""
CNP113297,ANE OBOUMOU GREGOIRE (HOTEL LA PROVIDENCE)
CNP113302,ECOLE PRIMAIRE PRIVE LES BUCHERONS
CNP113303,J N CONSULTING
CNP113305,ENGLOCOM
CNP113308,GROUPE NERAL D'INVESTISSEMENT
CNP113309,DR GOHEAN DOHO BERTIN (PHARMACIE ST SAUVEUR)
CNP113321,SUPER SIGNE ABIDJAN
CNP113322,ETS BONITA CAR
CNP113326,IVOIRE NEGOCE AKWABA
CNP113331,NUTRIVOIRE
CNP113336,COMIUM COTE D'IVOIRE-SA
CNP113344,HOTEL BIEN-ETRE
CNP113345,ASSUREX
CNP113346,SALLOUB MOUSTAPHA (LE RALLYE)
CNP113347,NOUVELLE PHARMACIE MOGNAN
CNP113349,GONNE SEA BEATRICE
CNP113352,PHARMACIE ST PAUL
CNP113353,PHARMACIE TIMA
CNP113357,ENTRE. DE TRVX D'AMENAGEMENT DE CONST.& D'INSTA
CNP113358,YAVO CLAUDINE(ETABLISSEMENT GRACE)
CNP113359,BEL AIR EDUCATION
CNP113362,COMPTOIR IVOIRIEN DISTRIBUTION EBA
CNP113363,KOTCHI MENET R (NELLA HOTEL)
CNP113364,COLLEGE JEAN PAUL II
CNP113368,N'GUESSAN KOUASSI PIERRE
CNP113370,SAVON-CI
CNP113372,PHARMACIE ADJAME LATIN
CNP113374,AKE ADOU JACQUES
CNP113379,PHARMACIE MODERNE DE KOUN-FAO
CNP113380,ENTRE. DES TRVX DE PLOMBERIE DE BATIMENT ET DIVERS
CNP113381,GROUPE SCOLAIRE ST LOUIS DALEBA
CNP113382,GENIE MARITIME & SERVICES
CNP113385,COLLEGE MODERNE LE SAINT DES SAINTS SOUBRE
CNP113386,ALI JUNIOR SERVICES
CNP113388,AZCOMPTABILITE ET SERVICES
CNP113389,KILLIAN AND PARTNERS
CNP113390,DJAN DJAHA
CNP113393,LE BAOBAB
CNP113394,STARTEN TECHNOLOGIES COTE D'IVOIRE
CNP113398,ENTREPRISE EYKERMAN TRAVAUX PUBLICS
CNP113399,ENTREPRISE SILUE TCHELIBE ADAMA
CNP113400,KONAN STEPHANE ADJOUA
CNP113403,RYCA-PHARMA
CNP113404,CENTRE DE NATUROTHERAPIE SPECIALISE EN SINUSITE
CNP113406,GLOBAL TRANSIT
CNP113408,MONOKO GNONOGO TRAVAUX
CNP113413,STE IVOI. DE DISTRIBUTION DE MATERIELS INFORMA.
CNP113414,ETABLISSEMENT EDDIARIE
CNP113416,STE IVO. DE REGULATION ET DE CONSTRU. METALLIQUE
CNP113417,PACCI/ANRS
CNP113420,AFRIQUE TELECOM
CNP113422,PAC CI/PRIMOCI
CNP113429,ECOLE N'ZO
CNP113430,GONZALEZ NATIVIDAD
CNP113431,MAINTENANCE GENERALE ELECTRICITE BATIMENT EN CI
CNP113434,ETS K.T.O
CNP113436,ONG- LA PIERRE ANGULAIRE
CNP113438,COOPERATIVE AGRICOLE TOUTYA DE BLENI
CNP113439,BUREAU NORME AUDIT
CNP113444,EDU-CONSULTING
CNP113445,PHARMACIE DE DAGADJI
CNP113448,OUTRE HAIR
CNP113449,PANEL VINCENT
CNP113452,ETABLISSEMENT GRACE DIVINE
CNP113456,INC KOULER CONSTRUCTION
CNP113463,SERAMAR
CNP113465,HOTEL LEBOUTOU
CNP113468,SERVICES PLUS COPHYGIENE
CNP113469,DANISH REFUGEE COUNCIL (D.R.C)
CNP113474,TCHINAH KOUAKOU DESIGN
CNP113477,EGLISE EVANGELIQUE JESUS CHRIST EN ACTION
CNP113479,RESIDENCE M'MAYA
CNP113480,POLYCLINIQUE LES ETOILES
CNP113482,AZUR DISTRIBUTION
CNP113492,PAC CI / IE DEA
CNP113503,CABINET M. DIAWARA
CNP113505,PHARMACIE DU MEMORIAL
CNP113508,SOCIETE IVOIRIENNE DE PEINTURE ET DERIVES
CNP113510,PROGRAMME NATIONAL DE NUTRITION
CNP113511,ENTREPRISE IVOIRIENNE D'ENTRETIEN
CNP113513,SOCIETE DE FOURNITURES ET SERVICES
CNP113516,GOUDE YOKOLI (LIBRAIRIE ABOBO)
CNP113519,CTRE DE SANTE URBAIN BASE COMMUNAUTAIRE ARRAS III
CNP113521,AXON
CNP113530,SINAUTO GARAGE
CNP113531,EKAL
CNP113536,EGLISE PROTESTANTE EVANGELIQUE CMA DE CI
CNP113537,JCS CONSULTING
CNP113538,PRESTEL TECHNOLOGIES
CNP113539,ETS GENEC
CNP113542,SOCIETE ASSAINISSEMENT FOUDANHAN COTE D'IVOIRE
CNP113545,TEDY-MULTI-ACTIONS
CNP113547,SCIERIE INDUSTRIELLE DU FROMAGER
CNP113550,SOUDOLUX SARL
CNP113555,NOUVELLE PHARMACIE LES HARMONIES
CNP113556,GENERALE D'ASSURANCE DE L'EST
CNP113558,COMMERCE GENERAL ET TRAVAUX
CNP113560,PHARMACIE DE GALEBRE
CNP113561,DIGITAL PRINTING MATERIALS
CNP113568,OIL SERVICES
CNP113569,ENTRE. CONST. DE RESEAUX ELEC. D'ADDUC. EAU&FROID
CNP113570,BAKAYOKO LACINA
CNP113571,HUAWEI TECHNOLOGIES ( C I )
CNP113573,EL SCHADAYE
CNP113577,N'GORAN EHOUMAN/E I
CNP113579,NIUM COMMUNICATION
CNP113583,RESIDENCE KOCK'IDJ
CNP113584,SIRIUS-PRODUCT MEDICO-DENTAIRE ET DIVERS
CNP113585,MANTRA IVOIRE S.A.
CNP113587,CLUB IPE DEVELOPPEMENT
CNP113589,IMPERIUM COMMUNICATION
CNP113590,SAFAK (GROUPE SCOLAIRE)
CNP113591,CENTRE DE SANTE DE SAINT CAMILLE
CNP113592,CABINET D'INGENIERIE DE REVISION ET DE MANAGEMENT
CNP113598,SONGON PARK
CNP113601,NANGUY ATHANASE GUY (NOUVELLE PATISSERIE NANGUY)
CNP113604,ARAMIS
CNP113607,DR PITTE BEUGRE ALBERT
CNP113609,ENTREPRISE DE PRESTATION DE SERVICES
CNP113613,ENTRE. COOP. DES AGRICULTEURS DE MEAGUI (E.C.A.M)
CNP113618,GROUPE SCOLAIRE JULES FERRY
CNP113623,ZORO BI MARIE FRANCE
CNP113625,SARL 7 EPICES
CNP113629,OPERATIONS& SERVICES
CNP113634,HOTEL HOTE IVOIRE
CNP113635,INTERNATIONAL ROC ASSUR GAGNOA
CNP113636,COST REDUCTION ANALYSTS
CNP113644,DALI ZAHER
CNP113645,N'GUESSAN GBEHIRI ANTOINE(CONTACT E.I)
CNP113655,PRESTIGE IMMOBILIER
CNP113657,JOFEMA MINERAL RESOURCES
CNP113658,MYFAS
CNP113659,YOUEMIA - SARL
CNP113661,CHALLENGES-CI
CNP113662,SYRA-HOLDING
CNP113663,PENIEL ENTREPRISE
CNP113664,ENTRE. IVOI. DE MULTI SERVICES ET ENTREPRENARIAT
CNP113673,STE DE PARFUMERIE MODERNE DE COTE D'IVOIRE
CNP113676,LES TULIPES NOIRES
CNP113677,CAB. DE PREST. ET DE CONSEILS EN SECURITE SOCIALE
CNP113680,ENTREPRISE IVOIRIENNE DE PRESTATIONS DE SERVICES
CNP113681,BATIRGEC-SARL
CNP113682,F T C I
CNP113683,PROGRAM. NAT. DE LUTTE CONTRE LE PALUDISME ETAT
CNP113684,PRG. NAT. DE SANTE INFANT. ET DE LA SURVIE DE L'EN
CNP113691,SCE IVOI. DE PRODUITS ALIMENTAIRES EN CI
CNP113693,GRANDE PHARMACIE BEL'FAM
CNP113696,EAU ET TECHNIQUES
CNP113698,L'IVOIRIENNE D'OPTIQUE MEDICAL
CNP113700,ATELIERS BENCAT
CNP113701,PAROISSE ST MARC
CNP113703,SOEURS DOMINICAINES DE LA ANUNCIATA
CNP113715,GEDIS LUB
CNP113716,INST. DE COMMUNICATION DE GEST.& D'ETUDES SCIENT.
CNP113717,ELGIA INTERNATIONAL
CNP113721,RECHAUFFEMENT THERMIQUE EN COTE D' IVOIRE
CNP113722,COMAFRIQUE TECHNOLOGIES
CNP113724,STE IVOI. PRIVEE D'ASSURANCES & DE GESTION IMMOBIL
CNP113725,INSTITUT INTERNATIONAL DE MANAGEMENT D'ABIDJAN
CNP113727,BOTTY-FOOD SARL (EX-SCODI-FOOD SARL)
CNP113728,MANAGEMENT SCIENCES FOR HEALTH
CNP113729,KTEK INFORMATIQUE
CNP113732,ETABLISSEMENT DODO
CNP113733,PELICAN COTE D'IVOIRE
CNP113734,AFRIQ - TP
CNP113736,IVOIRE FIDUCIAIRE CONSEIL
CNP113737,GARAGE KOUDOUGOU RAMDE
CNP113738,AFRIQ-OIL
CNP113743,UNIVERSAL TECHNOLOGY ET SERVICES
CNP113744,MORA BERTRAN ESTHER
CNP113746,ECOLE MATERNELLE LES ANGES NDA
CNP113748,SIYM-VOYAGES
CNP113749,INTERNATIONAL CISSE CONSULTING
CNP113754,SOCIETE CIVIE IMMOBILIERE BKY
CNP113755,YAD PETROLUM
CNP113763,DELMAS COTE D'IVOIRE GROUPE CMA- CGM
CNP113764,ENTREPRISE GENERALE DE CONSTRUCTION
CNP113768,DE BEYNIENH INVESTMENT GROUP
CNP113770,SONECAO
CNP113781,CENTRE OPHTAMOLOGIE ALBERT GALAND
CNP113782,ENTRE. PR LA PROTEC. DE ENERGIE D'ELECTR.& TELECOM
CNP113784,COULIBALY MAMADOU
CNP113785,HOTEL T. K. HUDSON
CNP113786,CABINET DE FORMATION DE CONSEILS ET D'ETUDES
CNP113788,UNION INTER REGIONALE DES COOP. DU GRAND OUEST
CNP113789,CABINET AFRIQUE-STRATEGIES
CNP113790,INTERACTIVE MEDIA
CNP113792,ETS FLAMME IVOIRE
CNP113793,GALIMARD MARIE CECILE
CNP113797,SYNTHESE EDITION
CNP113798,INSTITUT SUPERIEUR DE GESTION & ECONOMIE APPLIQUEE
CNP113801,UNION DE COOPERATIVES DES EXPLOITANTS AGRICOLES
CNP113805,SOCIETE AFRICAINE DE REASSURANCE
CNP113806,ABY OGAH FRANCOIS JEAN CLAUDE
CNP113807,NET TELECOM SARL
CNP113811,COLTRONIC
CNP113813,FUMIVOIRE
CNP113816,STAR NET PLUS
CNP113819,ETABLISSEMENT IVOIRIEN DE SERVICES
CNP113820,ENTRE. COOP. AGRICOLE PR L'EPANOU. SOCIAL DE BACON
CNP113823,ESSI KOBENAN KRA BASILE
CNP113824,TUYAUTERIE CHAUDRONNERIE
CNP113827,MACIA JEAN MICHEL
CNP113828,DRISSA DINDANE TRANSPORT ET TRAVAUX PUBLICS
CNP113832,MME EMIN RAISSA CHANTAL ASSANA
CNP113833,"SOCIETE D'ETUDES, DE GESTION ET DE CONSTRUCTION"
CNP113834,"ENTRE. DE LOGEMENTS D'INGENIERIE,TRVX ET SERVICES"
CNP113835,SOCIETE DE TRAVAUX COMPTABLES & DE GESTION FISCALE
CNP113839,TOURE MADOUSSOU
